original_title,metadata
The Hunger Games: Catching Fire,adventure action sciencefiction competition basedonnovel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood femaleprotagonist tournament explosion danger imax winner basedonyoungadultnovel jenniferlawrence joshhutcherson liamhemsworth woodyharrelson elizabethbanks lennykravitz philipseymourhoffman jeffreywright stanleytucci donaldsutherland tobyjones willowshields samclaflin lynncohen jenamalone amandaplummer jackquaid taylorst.clair sandraellislafferty paulamalcomson brucebundy nelsonascencio afemoomilami kimberleydrummond deenabeasley leonlamar mandyneuhaus erikabierman wilburfitzgerald patrickst.esprit jilljaneclements jamessutton alanritchson stephanieleighschlund metagolding meganhayes stefdawson jameslogan e.rogermitchell brunogunn mariahowell juddlormand elenasanchez johncasino mariangreen danielbernhardt ravinaidu francocastan sarahturnerholland jaredallman lauraavnaim noëllerenéebercy francislawrence
Home,fantasy comedy animation sciencefiction family friendship spaceship space alien alieninvasion alienfriendship awfulleader takingresposibility jimparsons rihanna stevemartin jenniferlopez mattjones brianstepanek aprillawrence stephenkearin brianstepanek lisastewart aprilwinchell timjohnson
War of the Worlds,adventure thriller sciencefiction posttraumaticstressdisorder newjersey airplane dystopia daughter apocalypse alieninvasion humansubjugation tomcruise dakotafanning mirandaotto justinchatwin timrobbins camilliasanes johnscurti morganfreeman takayofischer yulvazquez annrobinson genebarry danielericgold channingtatum dempseypappion lisaannwalter lennyvenito rickgonzalez davidalanbasche rozabrams marlonyoung johneddins amyryan jimhanna jamesdumont travisaaronwade columbusshort tomkenny tysimpkins stevenspielberg
Bad Boys II,adventure action comedy thriller crime miami kukluxklan cuba undercover mexicanstandoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence footchase interrogation carchase druglord explodinghouse narcoticscop illegaldrugs deaagent buddycop criminalunderworld actionhero haitiangang minefield martinlawrence willsmith jordimollà gabrielleunion peterstormare theresarandle joepantoliano michaelshannon jonseda yulvazquez jasonmanuelolazabal ottosanchez henryrollins antonicorone garynickens johnsalley olegtaktarov michaelbay ronmadoff peterdonaldbadalamentiii jayrasumny michaelbay
Puss in Boots,action adventure animation family fantasy adventure fairy-talefigure antoniobanderas salmahayek zachgalifianakis billybobthornton amysedaris guillermodeltoro constancemarie mikemitchell richdietl ryancrego tomwheeler conradvernon tommcgrath bobjoles latifaouaou bobpersichetti chrismiller jessicaschulte ninabarry sergiobruna rebeccadavis robertodonati jossarajinaro joshuarush juliewittner chrismiller
Salt,action mystery thriller assassination spy cia kidnapping coldwar sovietunion doubleagent raceagainsttime revenge ontherun shootout espionage femaleprotagonist hitwoman terrorism violence russianspy intelligenceofficer actionheroine angelinajolie lievschreiber chiwetelejiofor danielolbrychski augustdiehl danielpearce huntblock andrebraugher olekkrupa cassidyhinkle coreystoll kevino'donnell gaiuscharles zoelister-jones yarashahidi victorslezak nicolesignore mardijones nickpoltoranin michelleraysmith jamesschram frostylawson ceciliafoss garywilmes harryl.seddon marionmccorry victoriacartagena hristohristov zachshaffer jewelelizabeth jamescronin philipwillingham dionneaudain angelolopez ivovelon xavierrafael williamhendersonwhite ethanladd tobiascampbell jamesnuciforo tikasumpter davidagranov phillipnoyce
Noah,drama adventure bible god noah 3d russellcrowe jenniferconnelly emmawatson loganlerman anthonyhopkins raywinstone kevindurand arianerinehart douglasbooth martoncsokas dakotagoyo barrysloane samigayle markmargolis nicknolte madisondavenport finnwittrock arnoddurmagnusdanks darrenaronofsky
The Adventures of Tintin,adventure animation mystery riddle captain treasure liquor treasurehunt sunkentreasure plot reporter 3d action jamiebell andyserkis danielcraig nickfrost simonpegg caryelwes mackenziecrook tonycurran tobyjones danielmays sebastianroché philliprhys markivanir gadelmaleh jacquiebarnbrook joestarr stevenspielberg
Harry Potter and the Prisoner of Azkaban,adventure fantasy family flying traitor magic cuttingthecord childhero broom sorcerer'sapprentice schoolofwitchcraft griffon blackmagic timetravel bestfriend werewolf dark muggle aftercreditsstinger danielradcliffe rupertgrint emmawatson garyoldman davidthewlis alanrickman michaelgambon robbiecoltrane tomfelton emmathompson maggiesmith bonniewright jamesphelps oliverphelps timothyspall matthewlewis davidbradley juliewalters markwilliams richardgriffiths fionashaw harrymelling alfieenoch devonmurray jamiewaylett joshherdman chrisrankin roberthardy pamferris warwickdavis dawnfrench leeingleby jimmygardner lennyhenry genevievegaunt sitarashah danielletabor bronsonwebb jimtavaré ekowquartey juliechristie paulwhitehouse geraldinesomerville adrianrawlins jennifersmith peterbest mariannechase samanthaclinch kandicemorris lewisbarnshaw violetcolumbus alfonsocuarón
Australia,drama missionary worldwarii ranch australia british racist cattledrive aftercreditsstinger stampede waltzingmatilda trampledtodeath nicolekidman hughjackman essiedavis davidwenham bryanbrown davidgulpilil johnjarratt sheaadams nathinbutler johnwalton nigelharbach eddiebaroo arthurdignam sandygore billhunter jacekkoman benmendelsohn barryotto davidngoombujarra brucespence jackthompson yuenwah kerrywalker raybarrett jamalsydneybednarz tonybarry ursulayovich brandonwalters matthewwhittet lilliancrombie maxcullen haideegaudry jamiegulpilil petergwynne jimmyhong anguspilakui adammcmonigal robinqueree markrathbone crusoekurddal sienalarsson daniellecarey antonmonsted williamgabriel chrispolzot bazluhrmann
After Earth,sciencefiction action adventure dystopia jadensmith willsmith sophieokonedo zoëkravitz glennmorshower chrisgeere diegoklattenhoff daviddenman lincolnlewis jadenmartin sincerel.bobb monikajolly kristoferhivju sachadhawan matthewandrews isabellefuhrman darrellfoster tiffanye.green jonmack m.nightshyamalan
Dinosaur,animation family cataclysm asteroid leader comet animation prehistoric prehistoricegg dinosaur nestinggrounds prehistoriccreature prehistoricadventure lemur prehistorictimes d.b.sweeney alfrewoodard ossiedavis maxcasella haydenpanettiere samuele.wright juliannamargulies petersiragusa joanplowright dellareese ralphzondag
Night at the Museum: Secret of the Tomb,adventure comedy fantasy family nightwatchman museum naturalhistory history smithsonian benstiller ramimalek rebelwilson robinwilliams owenwilson dickvandyke rachaelharris benkingsley rickygervais mickeyrooney danstevens skylergisondo mizuopeck billcobbs brennanelliott stevecoogan patrickgallagher andreamartin aliceeve hughjackman crystalthemonkey anjalijay greglasalle bradgarrett reginataufen mattfrewer shawnlevy
Megamind,animation action comedy family sciencefiction savingtheworld date prison secretidentity fish gun dna mayor antihero rain museum one-sidedlove serum talkinganimal reporter duringcreditsstinger strongervillain willferrell bradpitt tinafey jonahhill davidcross benstiller justintheroux jessicaschulte tommcgrath emilynordwind j.k.simmons ellaoliviastiller quinndempseystiller brianhopkins christopherknights mikemitchell jasperjohannesandrews justinlong billhader amypoehler robcorddry jackblessing stephenkearin tommcgrath
Harry Potter and the Philosopher's Stone,adventure fantasy family witch christmasparty magic cuttingthecord halloween childhero broom chosenone frog fantasyworld basedonyoungadultnovel danielradcliffe rupertgrint emmawatson richardharris tomfelton robbiecoltrane alanrickman maggiesmith richardgriffiths ianhart fionashaw johnhurt davidbradley matthewlewis seanbiggerstaff warwickdavis harrymelling jamesphelps oliverphelps johncleese chrisrankin alfieenoch devonmurray jamiewaylett joshherdman zoëwanamaker juliewalters bonniewright lukeyoungblood vernetroyer adrianrawlins geraldinesomerville elizabethspriggs ninayoung terencebayler lesliephillips simonfisher-becker derekdeadman rayfearon eleanorcolumbus benborowiecki danielletabor leilahsutherland emilydale willtheakston scotfearn saunderstriplets amypuglia davidbrett leilahoffman hazelshowham christinapetrou gemmasandzer derekhough juliannehough zoesugg jimmyvee kierikennedy chriscolumbus
R.I.P.D.,fantasy action comedy crime gold policeoperation partner revenge undead ghost policedepartment jeffbridges ryanreynolds kevinbacon stephanieszostak mary-louiseparker marisamiller robertknepper jameshong mikeo'malley devinratray kachinadechert catherinekresge larryjoecampbell kortneyadams michaelcoons christinaeverett michaeltow lonniefarmer pipermackenzieharris bensloane duncanb.putney billmootos michaelyebba davidj.curtis cherylmcmahon georgialyman mattmccolm johnburke joestapleton michaelstevencostello chriswhitney emmalynanderson alexandracreteau j.jewels jimford robertschwentke
Pirates of the Caribbean: The Curse of the Black Pearl,adventure fantasy action exoticisland blacksmith eastindiatradingcompany gold marriageproposal mutiny jamaica skeleton daughter governor woodeneye goldcoin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirateship capuchinmonkey tortuga johnnydepp geoffreyrush orlandobloom keiraknightley jackdavenport jonathanpryce kevinmcnally zoesaldana leearenberg mackenziecrook damiano'hare trevaetienne michaelberryjr. davidbailie christophers.capp martinklebba isaacc.singletonjr. gilesnew angusbarnett gregellis guysiner ralphp.martin paulaj.newman paulkeith dylansmith lucindadryzek laurenmaher vanessabranch lukedewoolfson michaelseantighe dustinseavey christianmartin trevorgoddard vincelozano matthewbowyer bryecooper benwilson antoniovalentino mikebabcock owenfinnegan ianmcintyre israeladuramo samroberts benroberts félixcastro mikehaberecht rudolphmccollum gerardj.reyes m.scottshields christophersullivan craigthomson fredtoft jerrygauny maxiej.santillanjr. michaelearllane davidpatykewich tommyschooler finneusegan d.p.fitzgerald tobiasmckinney michaela.thompson michaelw.williams josezelaya donladaga lejon gregoryalosio jordicaballero paulgagné joegrisaffi jamesmcauley goreverbinski
The Hunger Games: Mockingjay - Part 1,sciencefiction adventure thriller resistance post-apocalyptic dystopia war sequel femaleprotagonist bowandarrow game futurewar revolt classprejudice humansubjugation basedonyoungadultnovel jenniferlawrence joshhutcherson liamhemsworth woodyharrelson donaldsutherland philipseymourhoffman juliannemoore willowshields samclaflin elizabethbanks mahershalaali jenamalone jeffreywright paulamalcomson stanleytucci nataliedormer evanross eldenhenson weschatham saritachoudhury stefdawson patinamiller robertknepper caitlinfowler jadataylor nicholaspryor donnabiscoe michaelgarza erikabierman billbennett rusblackwell stevieraydallimore breanncouch jennifercocker marshallchoka jordanwoods-robinson katiesawhill jeniquebennett charleskronmuller tylerleeallen jordannecalvin jasmineahnie braydenpatterson emmaelleroberts a.j.sexton sarahturnerholland laurenhenneberg mollyevensen williamfrasca joecrosson gregoryfears kirkcrenshaw stephenmackenziebrown stephenvining francislawrence
The Da Vinci Code,thriller mystery paris holygrail christianity monk basedonnovel zurich secretsociety louvre curator symbologist opusdei heresy monalisa freemason conspiracy pentagram tomb catholicism cryptologist iconography albino sect tomhanks audreytautou ianmckellen paulbettany jeanreno alfredmolina jürgenprochnow jean-yvesberteloot jean-pierremarielle marie-françoiseaudollent agathenatanson tinamaskell peterpedrero sethgabel etiennechicot markroper andyrobb dhafferl'abidine ronhoward
Rio 2,animation adventure comedy family bird sequel jungle audition amazonrainforest parrots jesseeisenberg annehathaway lesliemann jamiefoxx andygarcía brunomars jemaineclement rodrigosantoro jaket.austin amandlastenberg piercegagnon ritamoreno kristinchenoweth tracymorgan will.i.am georgelopez rachelcrow bebelgilberto jasonharris nataliemorales janellemonae carlossaldanha
X2,adventure action sciencefiction thriller mutant marvelcomic superhero basedoncomicbook superhuman patrickstewart hughjackman ianmckellen halleberry famkejanssen jamesmarsden rebeccaromijn briancox alancumming brucedavison kellyhu annapaquin shawnashmore aaronstanford katiestuart keawong brycehodgson shaunakain michaelreidmackay laykeanderson danielcudmore michaeldougherty danharris bryansinger cottersmith chiarazanni tedfriend aarondouglas rogercross nolangerardfunk stevebacic bryansinger
Fast Five,action thriller crime brazil fbi freedom escapefromprison carcrash heist organizedcrime ontherun money fugitive policechase escapedconvict car imax automobileracing duringcreditsstinger vindiesel paulwalker jordanabrewster tyresegibson ludacris mattschulze sungkang galgadot tegocalderón donomar joaquimdealmeida dwaynejohnson elsapataky michaelirby fernandochien alimiballard yorgoconstantine geoffmeed josephmelendez jeirmarieosorio markhicks estebancueto coreymichaeleubanks luisdasilvajr. luisgonzaga carlossanchez benjaminblankenship pedrogarcía arturogaskins jayjackson arlenesantana kentshocknek sharontay andyrosaadler evamendes michellerodriguez justinlin
Sherlock Holmes: A Game of Shadows,adventure action crime mystery detectiveinspector steampunk criminalmastermind robertdowneyjr. judelaw jaredharris noomirapace kellyreilly geraldinejames eddiemarsan stephenfry williamhouston affifbenbadra paulanderson wolfkahler iainmitchell jacklaskey patriciaslater karimaadebibe richardcunningham marcusshakesheff marksheals georgetaylor rachelmcadams thierryneuvic laurentiupossa carstenhayes cliverussell guyritchie
